City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,lazaro cardenas,17.9583,-102.2,28.7,64,100,0.5,MX,1701707848
83,mersing,2.4312,103.8405,26.95,89,20,1.03,MY,1701707849
84,acarau,-2.8856,-40.12,31.43,58,52,8.04,BR,1701707849
85,magadan,59.5667,150.8,-25.79,93,88,3.03,RU,1701707689
86,anadyr,64.75,177.4833,-18.72,84,20,7.0,RU,1701707849
87,kigoma,-4.8769,29.6267,22.5,84,93,3.25,TZ,1701707849
88,lihue,21.9789,-159.3672,21.31,86,100,2.06,US,1701707849
89,saipan,15.1355,145.701,27.39,83,75,7.2,MP,1701707850
90,homer,59.6425,-151.5483,-0.07,86,75,0.0,US,1701707726
91,lamarque,-39.423,-65.7021,26.34,12,0,5.82,AR,1701707850
92,taber,49.8167,-112.1518,1.48,53,72,4.89,CA,1701707850
93,cabo san lucas,22.8909,-109.9124,25.98,53,0,4.12,MX,1701707231
94,grand falls-windsor,48.9332,-55.6649,-0.83,88,100,0.89,CA,1701707851
95,flying fish cove,-10.4217,105.6791,25.82,83,75,3.09,CX,1701707851
96,bam,29.106,58.357,16.17,26,100,0.27,IR,1701707851
97,thompson,55.7435,-97.8558,-5.91,93,100,1.54,CA,1701707851
98,khandyga,62.6667,135.6,-49.43,99,89,0.4,RU,1701707851
99,tolanaro,-25.0319,46.9987,25.04,69,75,7.2,MG,1701707852
100,kununurra,-15.7667,128.7333,24.99,94,61,2.57,AU,1701707852
101,illizi,26.4833,8.4667,21.89,26,0,3.26,DZ,1701707852
102,mili,6.0815,171.735,27.96,82,81,9.37,MH,1701707852
103,utrik,11.2278,169.8474,27.35,72,71,8.9,MH,1701707853
104,virginia beach,36.8529,-75.978,16.14,80,75,3.6,US,1701707530
105,longyearbyen,78.2186,15.6401,-5.09,68,75,9.77,SJ,1701707833
106,lucapa,-8.4192,20.7447,18.71,97,100,0.73,AO,1701707853
107,coruripe,-10.1256,-36.1756,29.91,62,42,6.86,BR,1701707853
108,berezovyy,51.6667,135.7,-14.41,95,16,1.36,RU,1701707854
109,edinburgh of the seven seas,-37.0676,-12.3116,16.29,93,44,8.58,SH,1701707854
110,yuzhno-kurilsk,44.0306,145.8556,4.1,68,17,3.62,RU,1701707854
111,east london,-33.0153,27.9116,18.52,88,100,2.57,ZA,1701707854
112,manismata,-2.4667,111.0333,23.13,98,87,0.92,ID,1701707854
113,mogocha,53.7333,119.7667,-12.67,96,100,1.13,RU,1701707854
114,timimoun,29.2639,0.231,19.21,30,0,5.14,DZ,1701707855
115,sisimiut,66.9395,-53.6735,-5.85,78,100,2.6,GL,1701707855
116,heroica guaymas,27.9333,-110.9,20.49,41,0,0.0,MX,1701707834
117,portland,45.5234,-122.6762,15.34,94,100,5.81,US,1701707479
118,ardakan,32.31,54.0175,14.69,20,0,0.93,IR,1701707856
119,suva,-18.1416,178.4415,24.71,94,40,2.57,FJ,1701707632
120,waitangi,-43.9535,-176.5597,9.9,80,44,8.96,NZ,1701707856
121,fisterra,42.9049,-9.2629,12.79,59,10,6.82,ES,1701707856
122,enewetak,11.3474,162.3373,27.71,72,100,8.46,MH,1701707856
123,san luis de la loma,17.2706,-100.8939,28.77,64,94,1.9,MX,1701707857
124,hasaki,35.7333,140.8333,3.22,45,43,1.86,JP,1701707857
125,linxi,39.7,118.4333,2.17,39,0,1.3,CN,1701707857
126,vila franca do campo,37.7167,-25.4333,18.27,99,94,1.98,PT,1701707858
127,salinas,36.6777,-121.6555,13.65,92,0,1.54,US,1701707585
128,santana,-0.0583,-51.1817,32.1,66,40,4.63,BR,1701707858
129,bhadasar,28.2833,74.3167,17.6,34,0,1.0,IN,1701707858
130,mora,11.0461,14.1401,29.31,13,92,2.63,CM,1701707858
131,zheleznogorsk,52.331,35.3711,-9.58,96,78,3.85,RU,1701707859
132,wailua homesteads,22.0669,-159.378,20.97,89,100,2.06,US,1701707859
133,kodiak,57.79,-152.4072,5.73,87,100,8.23,US,1701707859
134,renqiu,38.6989,116.0936,2.53,36,0,1.4,CN,1701707859
135,horsham,51.064,-0.3272,8.69,88,75,4.63,GB,1701707371
136,stanley,54.868,-1.6985,5.43,95,75,3.09,GB,1701707859
137,dapa,9.7594,126.0531,26.89,84,96,2.87,PH,1701707860
138,uturoa,-16.7333,-151.4333,26.58,79,100,9.28,PF,1701707860
139,invercargill,-46.4,168.35,2.94,93,5,1.62,NZ,1701707860
140,jiayuguan,39.8167,98.3,-1.14,36,4,2.74,CN,1701707860
141,ngorongoro,-3.2397,35.4875,14.71,81,98,1.39,TZ,1701707860
142,tiksi,71.6872,128.8694,-32.76,98,97,3.32,RU,1701707860
143,ushuaia,-54.8,-68.3,11.81,66,0,6.17,AR,1701707861
144,egilsstadir,65.2653,-14.3948,-13.05,85,40,3.09,IS,1701707861
145,port saint john's,-31.6229,29.5448,21.12,88,90,3.78,ZA,1701707861
146,palma di montechiaro,37.1926,13.765,16.8,65,58,1.65,IT,1701707862
147,gadzhiyevo,69.2551,33.3362,-7.35,93,100,1.93,RU,1701707862
148,ciranjang-hilir,-6.82,107.2572,24.31,93,100,0.58,ID,1701707862
149,badger,64.8,-147.5333,-18.13,80,0,0.0,US,1701707863
150,olonkinbyen,70.9221,-8.7187,-1.38,77,100,4.03,SJ,1701707863
151,revda,56.801,59.9303,-3.58,97,100,1.4,RU,1701707863
152,shagonar,51.5333,92.8,-13.39,79,10,0.5,RU,1701707863
153,kruisfontein,-34.0033,24.7314,16.84,73,18,6.18,ZA,1701707863
154,pangobilian,8.8011,117.8594,26.92,85,39,3.39,PH,1701707864
155,constantia,44.1833,28.65,0.39,56,35,1.06,RO,1701707645
156,iskateley,67.6803,53.1512,-22.21,95,48,4.02,RU,1701707864
157,inderbor,48.55,51.7833,7.49,89,100,3.74,KZ,1701707864
158,stornoway,58.2093,-6.3865,5.98,84,20,3.09,GB,1701707864
159,marica,-22.9194,-42.8186,32.97,80,68,4.05,BR,1701707865
160,castillos,-34.1667,-53.8333,18.38,45,0,5.18,UY,1701707865
161,yallahs,17.8748,-76.5624,31.01,69,17,2.95,JM,1701707865
162,talnakh,69.4865,88.3972,-32.11,83,94,0.35,RU,1701707602
163,hadibu,12.65,54.0333,25.55,67,12,8.11,YE,1701707865
164,westport,41.1415,-73.3579,12.16,66,0,5.66,US,1701707807
165,ta`u,-14.2336,-169.5144,27.42,76,53,9.15,AS,1701707865
166,sarai mir,26.0167,82.9167,19.26,67,79,3.82,IN,1701707866
167,campoverde,-8.4753,-74.8058,29.83,43,90,2.1,PE,1701707866
168,aras-asan,8.8908,126.3033,25.22,89,96,1.66,PH,1701707866
169,hammerfest,70.6634,23.6821,-1.75,86,75,4.12,NO,1701707866
170,ust-nera,64.5667,143.2,-43.83,99,95,1.98,RU,1701707866
171,kerikeri,-35.2268,173.9474,17.73,92,100,1.71,NZ,1701707867
172,west side highway,46.184,-122.9172,14.46,96,100,7.15,US,1701707867
173,st. john's,47.5649,-52.7093,1.65,93,100,5.66,CA,1701707701
174,hermanus,-34.4187,19.2345,18.52,69,31,3.91,ZA,1701707867
175,sitka,57.0531,-135.33,8.94,61,100,7.2,US,1701707867
176,klyuchi,52.2667,79.1667,-8.5,78,100,3.75,RU,1701707867
177,quarai,-30.3875,-56.4514,20.64,78,97,7.88,BR,1701707868
178,kailua-kona,19.6406,-155.9956,26.44,83,20,3.6,US,1701707772
179,haiku-pauwela,20.9219,-156.3051,23.91,82,0,3.13,US,1701707868
180,zeribet el oued,34.6828,6.5111,15.22,43,95,2.33,DZ,1701707868
181,santa cruz del quiche,15.0306,-91.1489,20.34,59,14,2.55,GT,1701707838
182,greenville,35.6127,-77.3663,18.01,46,0,1.54,US,1701707700
183,kapuskasing,49.4169,-82.4331,-11.95,85,20,1.03,CA,1701707868
184,kalispell,48.1958,-114.3129,-0.19,90,0,0.0,US,1701707635
185,cidreira,-30.1811,-50.2056,19.0,87,100,7.42,BR,1701707869
186,talakan,50.3167,130.3667,-17.37,99,97,1.03,RU,1701707869
187,vorgashor,67.5833,63.95,-27.36,93,5,2.7,RU,1701707869
188,vilyuchinsk,52.9306,158.4028,-6.71,87,79,1.49,RU,1701707869
189,isafjordur,66.0755,-23.124,-1.98,80,0,1.54,IS,1701707870
190,izki,22.9333,57.7667,22.31,47,3,3.66,OM,1701707870
191,laguna,38.421,-121.4238,11.71,100,100,0.0,US,1701707695
192,bamboo flat,11.7,92.7167,27.22,82,54,4.03,IN,1701707870
193,enriquillo,17.9,-71.2333,28.82,56,10,5.64,DO,1701707871
194,tlacotalpan,18.6167,-95.6667,24.41,70,99,4.85,MX,1701707871
195,marathon,44.9,-89.7668,0.58,88,100,0.0,US,1701707871
196,avarua,-21.2078,-159.775,24.03,83,75,2.57,CK,1701707871
197,makarska,43.2969,17.0178,7.44,47,100,1.31,HR,1701707871
198,alice springs,-23.7,133.8833,20.75,64,0,0.0,AU,1701707871
199,hawaiian paradise park,19.5933,-154.9731,20.57,96,20,2.57,US,1701707872
200,siwa oasis,29.2041,25.5195,18.79,43,91,2.12,EG,1701707872
201,lebu,-37.6167,-73.65,14.63,67,0,8.84,CL,1701707872
202,justo daract,-33.8594,-65.1828,21.73,31,80,9.24,AR,1701707873
203,es castell,39.8795,4.2854,15.38,58,40,5.14,ES,1701707873
204,port alfred,-33.5906,26.891,20.1,71,41,2.24,ZA,1701707873
205,howard springs,-12.497,131.047,26.95,88,100,1.38,AU,1701707873
206,polyarnyy,69.1989,33.4478,-7.0,92,100,1.93,RU,1701707873
207,aginskoye,51.1,114.53,-12.23,97,100,1.27,RU,1701707873
208,sauzal,28.4667,-16.4167,17.94,73,40,0.89,ES,1701707874
209,katsuren-haebaru,26.3369,127.8719,22.21,88,100,5.14,JP,1701707874
210,kalkaman,51.9525,76.0211,-9.4,84,100,3.52,KZ,1701707874
211,cururupu,-1.8283,-44.8683,32.66,46,74,3.62,BR,1701707874
212,zhaozhou,45.6833,125.3167,-13.19,96,65,3.09,CN,1701707706
213,arno,60.1167,18.6333,-1.79,95,89,3.18,SE,1701707874
214,touros,-5.1989,-35.4608,29.67,64,52,5.5,BR,1701707875
215,varazdin,46.3044,16.3378,-0.62,35,100,3.8,HR,1701707875
216,atafu village,-8.5421,-172.5159,28.8,77,82,6.84,TK,1701707875
217,san patricio,28.017,-97.5169,20.92,34,90,2.82,US,1701707875
218,coari,-4.085,-63.1414,31.43,55,98,2.1,BR,1701707876
219,petropavlovsk-kamchatsky,53.0452,158.6483,-7.53,76,100,3.58,RU,1701707876
220,moundou,8.5667,16.0833,30.99,20,93,1.59,TD,1701707876
221,hithadhoo,-0.6,73.0833,27.61,79,50,2.93,MV,1701707876
222,bodri,23.1667,81.4333,20.97,65,100,0.84,IN,1701707876
223,sao luiz gonzaga,-28.4083,-54.9608,20.36,86,100,6.96,BR,1701707877
224,san sebastian de la gomera,28.0916,-17.1133,22.87,68,40,1.54,ES,1701707877
225,drama,41.1544,24.1394,9.81,89,100,1.03,GR,1701707877
226,mejit,10.2753,170.8646,27.38,79,96,9.33,MH,1701707877
227,escuinapa,22.85,-105.8,27.72,29,76,0.72,MX,1701707877
228,aasiaat,68.7098,-52.8699,-11.31,85,100,1.95,GL,1701707877
229,lata,40.1629,-8.3327,14.34,88,58,1.84,PT,1701707878
230,hilo,19.7297,-155.09,20.69,95,20,2.57,US,1701707634
231,bayville,40.9106,-73.5621,12.34,67,44,3.13,US,1701707879
232,puerto baquerizo moreno,-0.9,-89.6,23.55,94,75,4.12,EC,1701707879
233,praia,14.9215,-23.5087,28.3,61,40,9.77,CV,1701707879
234,nar'yan-mar,67.6713,53.087,-22.16,95,51,4.02,RU,1701707879
235,edgewater,28.9889,-80.9023,26.73,92,20,4.12,US,1701707787
236,arawa,-6.2132,155.5367,25.28,91,100,3.01,PG,1701707880
237,agropoli,40.3469,14.9966,13.15,65,100,2.13,IT,1701707880
238,xindi,29.8167,113.4667,10.73,48,1,2.46,CN,1701707880
239,altai,46.3722,96.2583,-10.98,67,42,2.13,MN,1701707880
240,raduzhny,62.0961,77.475,-31.6,99,14,1.63,RU,1701707880
241,mossel bay,-34.1831,22.146,20.96,67,28,4.8,ZA,1701707880
242,tura,25.5198,90.2201,17.51,81,88,1.5,IN,1701707881
243,lompoc,34.6391,-120.4579,18.25,86,0,3.6,US,1701707881
244,pimentel,-6.8367,-79.9342,26.16,57,0,6.69,PE,1701707881
245,smithers,54.7804,-127.1743,0.18,93,100,2.06,CA,1701707712
246,lorengau,-2.0226,147.2712,26.79,79,76,1.22,PG,1701707881
247,mwinilunga,-11.7358,24.4293,17.63,97,90,2.63,ZM,1701707881
248,kavaratti,10.5669,72.642,28.88,73,86,4.7,IN,1701707881
249,jakobstad,63.6749,22.7026,-8.37,97,97,1.9,FI,1701707882
250,serdar,38.9764,56.2757,15.27,31,0,1.13,TM,1701707882
251,tabou,4.423,-7.3528,28.33,74,9,3.81,CI,1701707882
252,bizerte,37.2744,9.8739,16.0,59,40,2.57,TN,1701707882
253,mangalia,43.8,28.5833,4.2,62,34,2.12,RO,1701707883
254,faya-largeau,17.9257,19.1043,26.68,10,52,4.78,TD,1701707883
255,salsomaggiore terme,44.8148,9.9796,2.55,50,100,1.34,IT,1701707883
256,ust'-kulom,61.6864,53.6902,-10.98,94,100,3.45,RU,1701707883
257,coahuayana de hidalgo,18.7,-103.6583,24.3,82,100,2.14,MX,1701707883
258,raton,36.9034,-104.4391,5.19,51,0,5.14,US,1701707883
259,katsuura,35.1333,140.3,11.86,58,64,1.9,JP,1701707884
260,wuwei,37.9281,102.6414,3.51,24,5,1.51,CN,1701707884
261,wanxian,30.8039,108.3897,11.67,90,6,0.45,CN,1701707884
262,volcan,8.7667,-82.6333,21.06,43,87,0.76,PA,1701707884
263,hotan,37.0997,79.9269,6.7,25,8,1.24,CN,1701707885
264,taksimo,56.3444,114.8794,-14.94,93,98,0.61,RU,1701707598
265,vila velha,-20.3297,-40.2925,31.97,68,20,8.23,BR,1701707740
266,taltal,-25.4,-70.4833,20.02,66,8,3.18,CL,1701707885
267,saudarkrokur,65.7461,-19.6394,-3.81,63,42,2.93,IS,1701707885
268,la sarre,48.8002,-79.1996,-7.03,82,44,3.57,CA,1701707833
269,laihia,62.9761,22.0114,-6.66,93,75,2.06,FI,1701707885
270,nuku'alofa,-21.1333,-175.2,25.19,88,20,2.57,TO,1701707886
271,chesma,53.8111,60.6533,2.04,100,100,6.67,RU,1701707886
272,shizuishan,39.2333,106.7694,2.17,30,18,1.89,CN,1701707886
273,andkhoy,36.9529,65.1238,14.53,35,0,3.56,AF,1701707886
274,nagqu,31.5,92.0,-7.72,77,100,5.14,CN,1701707886
275,essaouira,31.5125,-9.77,21.72,46,100,2.57,MA,1701707887
276,sabang,5.8933,95.3214,26.94,83,69,2.99,ID,1701707887
277,kincardine,56.0667,-3.7167,5.32,86,100,5.78,GB,1701707887
278,fonte boa,-2.4959,-66.2662,27.04,82,97,0.7,BR,1701707887
279,chernyshevskiy,63.0128,112.4714,-39.81,99,90,2.22,RU,1701707887
280,mabai,23.0128,104.4508,12.72,98,100,1.41,CN,1701707888
281,kargasok,59.0556,80.8572,-23.91,90,23,7.15,RU,1701707888
282,ilomantsi,62.6716,30.9328,-14.06,100,88,0.35,FI,1701707888
283,gebeit,21.0667,36.3167,24.05,62,12,6.04,SD,1701707888
284,berekum,7.4534,-2.584,30.21,43,4,0.49,GH,1701707888
285,tingi,-11.3,35.0333,19.91,83,82,1.96,TZ,1701707889
286,kristiansund,63.1115,7.732,-1.97,86,20,2.57,NO,1701707889
287,axim,4.8699,-2.2405,28.71,72,9,3.33,GH,1701707889
288,akureyri,65.6835,-18.0878,-9.04,92,40,1.54,IS,1701707889
289,tucuma,-0.1833,-50.05,28.76,68,99,2.91,BR,1701707777
290,baneasa,44.0461,26.0642,4.86,62,7,1.28,RO,1701707890
291,tazovsky,67.4667,78.7,-35.5,100,8,2.36,RU,1701707890
292,susuman,62.7833,148.1667,-36.12,100,100,0.89,RU,1701707890
293,hamina,60.5697,27.1979,-9.26,93,99,2.7,FI,1701707891
294,ketchikan,55.3422,-131.6461,8.26,76,100,7.72,US,1701707891
295,kanniyakumari,8.0833,77.5667,27.27,84,100,5.92,IN,1701707891
296,puerto armuelles,8.2833,-82.8667,29.99,68,72,1.34,PA,1701707891
297,glen innes,-29.7333,151.7333,11.42,98,59,1.5,AU,1701707891
298,veraval,20.9,70.3667,26.0,53,5,5.98,IN,1701707892
299,oranjemund,-28.55,16.4333,17.67,76,0,10.19,NA,1701707892
300,ancud,-41.8697,-73.8203,15.53,65,1,2.86,CL,1701707611
301,neiafu,-18.65,-173.9833,26.38,83,20,2.57,TO,1701707892
302,isangel,-19.55,169.2667,24.85,87,72,2.52,VU,1701707893
303,aberdeen,57.1437,-2.0981,6.27,81,75,3.6,GB,1701707604
304,smidovich,48.6,133.8167,-15.2,95,51,3.46,RU,1701707893
305,la passe,45.5549,-0.8967,12.13,69,12,10.73,FR,1701707893
306,vorkuta,67.5,64.0,-27.31,93,5,2.66,RU,1701707893
307,pandan,14.0453,124.1694,26.3,89,76,2.91,PH,1701707894
308,kotlas,61.2611,46.6556,-13.79,95,100,2.41,RU,1701707894
309,gudauta,43.1055,40.6207,15.42,67,69,1.34,GE,1701707894
310,conceicao do araguaia,-8.2578,-49.2647,35.08,40,100,0.57,BR,1701707895
311,greymouth,-42.4667,171.2,11.26,85,38,1.35,NZ,1701707895
312,fort mcmurray,56.7268,-111.381,-9.27,85,0,0.0,CA,1701707895
313,veseli nad luznici,49.1843,14.6973,-3.14,92,100,4.49,CZ,1701707895
314,northam,51.0333,-4.2167,7.36,89,100,11.05,GB,1701707895
315,nemuro,43.3236,145.575,3.35,74,5,5.59,JP,1701707896
316,ciudad madero,22.2667,-97.8333,23.92,68,75,0.0,MX,1701707896
317,nyurba,63.2842,118.3319,-46.71,99,69,1.92,RU,1701707604
318,santa elena de uairen,4.6167,-61.1333,30.48,34,6,2.74,VE,1701707896
319,ayr,55.4627,-4.6339,4.62,87,75,6.17,GB,1701707896
320,mugia,43.1041,-9.2179,12.87,60,14,6.48,ES,1701707897
321,huntsville,34.7304,-86.5861,14.75,61,0,6.69,US,1701707682
322,oruro,-17.9833,-67.15,18.27,45,40,3.09,BO,1701707897
323,same,-4.0667,37.7333,22.89,79,85,3.02,TZ,1701707897
324,argostolion,38.1811,20.489,16.04,72,20,4.63,GR,1701707898
325,usinsk,65.9939,57.5281,-22.74,98,48,4.92,RU,1701707899
326,meadow lakes,61.6247,-149.6011,-0.76,58,0,4.12,US,1701707899
327,antofagasta,-23.65,-70.4,20.6,63,7,4.3,CL,1701707899
328,rio grande,-32.035,-52.0986,24.06,59,84,8.12,BR,1701707899
329,iquique,-20.2208,-70.1431,22.02,65,1,3.29,CL,1701707899
330,itupiranga,-5.1347,-49.3267,31.18,52,83,0.18,BR,1701707900
331,papao,-17.75,-149.55,26.82,80,97,8.76,PF,1701707900
332,island harbour,50.724,-1.2758,9.62,94,100,1.34,GB,1701707900
333,yeppoon,-23.1333,150.7333,25.88,88,0,3.64,AU,1701707900
334,fiambala,-27.6871,-67.6149,21.67,43,0,5.25,AR,1701707901
335,suntar,62.1444,117.6319,-40.37,97,100,2.46,RU,1701707901
336,rengasdengklok,-6.1592,107.2981,27.26,78,100,1.53,ID,1701707901
337,lascano,-33.6667,-54.2,20.84,43,0,5.79,UY,1701707901
338,yenotayevka,47.2456,47.0281,6.66,65,100,4.43,RU,1701707902
339,inhambane,-23.865,35.3833,25.99,69,20,3.6,MZ,1701707902
340,bafq,31.6128,55.4107,15.71,20,47,0.79,IR,1701707902
341,afaahiti,-17.75,-149.2833,25.93,81,99,8.25,PF,1701707902
342,ataq,14.5377,46.8319,19.55,32,48,2.37,YE,1701707903
343,cabedelo,-6.9811,-34.8339,31.37,69,71,4.56,BR,1701707749
344,celestun,20.8667,-90.4,27.4,75,22,1.87,MX,1701707903
345,pecos,31.4229,-103.4932,10.46,42,0,0.0,US,1701707799
346,gizo,-8.103,156.8419,26.53,86,100,9.69,SB,1701707903
347,san pedro pochutla,15.7333,-96.4667,30.84,56,100,2.29,MX,1701707904
348,beledweyne,4.7358,45.2036,29.62,33,74,4.3,SO,1701707904
349,san ignacio,17.1561,-89.0714,27.08,83,0,3.09,BZ,1701707904
350,port douglas,-16.4833,145.4667,25.59,86,71,2.26,AU,1701707821
351,daru,-9.0763,143.2092,26.39,86,62,4.57,PG,1701707905
352,shahrak,34.1074,64.3052,3.36,19,0,1.15,AF,1701707905
353,lubang,13.8584,120.124,27.97,78,10,6.51,PH,1701707905
354,vernon,50.2581,-119.2691,1.45,90,100,2.06,CA,1701707685
355,nova sintra,14.8667,-24.7167,22.99,77,11,3.94,CV,1701707905
356,senillosa,-39.0,-68.4167,24.88,14,0,9.42,AR,1701707906
357,solleftea,63.1667,17.2667,-13.08,100,88,1.31,SE,1701707906
358,rudnya,54.947,31.0934,-5.7,96,99,3.73,RU,1701707906
359,inirida,3.8653,-67.9239,34.63,43,17,1.46,CO,1701707906
360,mahebourg,-20.4081,57.7,25.16,78,40,0.51,MU,1701707906
361,menongue,-14.6585,17.691,21.06,76,98,2.33,AO,1701707906
362,kerema,-7.9631,145.7785,25.65,88,100,0.87,PG,1701707907
363,valparaiso,-33.0393,-71.6273,20.0,55,0,6.17,CL,1701707743
